Month,2019,2020
January,,9.950754716981132
February,,9.964716981132076
March,,10.700576923076921
April,,23.64156862745098
May,8.87425925925926,24.875294117647062
June,9.303333333333333,11.903599999999999
July,9.033888888888889,
August,9.637924528301888,
September,9.051730769230769,
October,9.90090909090909,
November,9.868363636363636,
December,9.497358490566038,
