Date,Estimated Unemployment Rate (%),Change
2020-03-31,10.700576923076921,
2020-04-30,23.64156862745098,12.940991704374058
2020-05-31,24.875294117647062,1.2337254901960826
2020-06-30,11.903599999999999,-12.971694117647063
